,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0,Unnamed: 0.1,Verifier,instance,score,solved,solved_bool
3096,,,0.002,53.0,fc_2_2sigmoids_3.onnx,unsat,0.001,653.0,,eran,53.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2343,,,0.002,42.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.739,442.0,,eran,42.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2406,,,0.002,43.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.727,443.0,,eran,43.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2468,,,0.002,44.0,fc_2_2sigmoids_3.onnx,unsat,0.001,644.0,,eran,44.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2469,,,0.002,44.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.705,444.0,,eran,44.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2529,,,0.002,45.0,fc_2_2sigmoids_3.onnx,unsat,0.001,645.0,,eran,45.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2532,,,0.002,45.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.712,445.0,,eran,45.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2592,,,0.002,46.0,fc_2_2sigmoids_3.onnx,unsat,0.001,646.0,,eran,46.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2596,,,0.002,46.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.697,446.0,,eran,46.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2657,,,0.002,47.0,fc_2_2sigmoids_3.onnx,unsat,0.001,647.0,,eran,47.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2658,,,0.002,47.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.721,447.0,,eran,47.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
2719,,,0.002,48.0,fc_2_2sigmoids_3.onnx,unsat,0.001,648.0,,eran,48.0 fc_2_2sigmoids_3.onnx 0.002,1,1,True
2722,,,0.002,48.0,ffnnSIGMOID__Point_6x200.onnx,unsat,1.717,448.0,,eran,48.0 ffnnSIGMOID__Point_6x200.onnx 0.002,1,1,True
